# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "5" "-t" "CDS,ncRNA" "-g" "id" "-a" "../data/reference_sequences/FNV3_1_36A.gff" "-o" "../data/rna_align/counttable_fnv.txt" "../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam" "../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam" "../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam" "../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam" "../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam" "../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam" "../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam" "../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam" "../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam" "../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam" "../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam" "../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam" "../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam" "../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam" "../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam" "../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam" "../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam" "../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam	../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam	../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam	../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam	../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam	../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam	../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam	../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam	../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam	../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam	../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam	../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam	../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam	../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam	../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam	../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam	../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam	../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam
HMPREF0946_RS03665	NC_022196.1	779562	780002	+	441	629	578	569	555	743	727	316	324	354	513	688	498	673	516	431	296	283	276
HMPREF0946_RS03670	NC_022196.1	780186	783254	-	3069	410	389	475	517	606	632	323	296	294	1184	2566	1148	2652	1765	1398	1099	1243	1322
HMPREF0946_RS03675	NC_022196.1	783251	784324	-	1074	37	49	42	59	68	76	40	47	36	135	233	93	264	164	87	74	96	124
HMPREF0946_RS03680	NC_022196.1	784334	785743	-	1410	98	116	124	120	206	169	80	67	50	433	649	394	673	509	369	199	174	241
HMPREF0946_RS03685	NC_022196.1	785873	786862	-	990	202	177	291	245	326	270	126	143	70	189	332	164	365	262	173	90	101	124
HMPREF0946_RS03690	NC_022196.1	786884	787915	-	1032	32	20	24	72	24	46	34	38	20	1	6	3	2	1	4	1	1	2
HMPREF0946_RS03695	NC_022196.1	787924	788541	-	618	56	20	33	79	83	98	46	57	54	32	112	42	104	97	64	61	63	66
HMPREF0946_RS03700	NC_022196.1	788534	789202	-	669	32	23	32	33	36	44	11	31	12	53	92	36	90	75	43	20	22	29
HMPREF0946_RS03705	NC_022196.1	789211	791976	-	2766	70	57	70	59	104	145	62	52	28	96	282	83	279	179	109	57	66	108
HMPREF0946_RS03710	NC_022196.1	791966	793132	-	1167	14	11	15	20	36	22	18	10	19	38	157	32	176	103	109	71	84	80
HMPREF0946_RS03715	NC_022196.1	793129	795888	-	2760	291	280	263	272	378	348	163	163	200	561	1310	472	1159	741	660	447	597	593
HMPREF0946_RS03720	NC_022196.1	795890	798148	-	2259	212	230	304	247	340	337	144	181	171	731	2590	696	2673	1643	1286	962	1174	1235
rlmN	NC_022196.1	798152	799228	-	1077	170	96	123	145	172	177	129	134	118	237	457	218	517	330	265	137	140	199
HMPREF0946_RS03730	NC_022196.1	799221	800348	-	1128	117	164	201	158	249	210	68	77	36	463	877	441	985	648	414	283	241	361
HMPREF0946_RS03735	NC_022196.1	800728	800928	+	201	11085	13352	20369	12504	14807	16208	6405	7366	6609	39765	23789	43869	30601	18484	17010	12310	13987	14504
HMPREF0946_RS03740	NC_022196.1	800983	802035	-	1053	204	306	501	287	255	407	99	154	119	278	380	274	412	284	188	171	196	209
HMPREF0946_RS03745	NC_022196.1	802056	803096	-	1041	244	319	353	276	314	247	161	127	130	1196	1264	926	1218	830	598	389	382	450
HMPREF0946_RS03750	NC_022196.1	803256	803792	+	537	114	173	147	147	160	189	76	77	102	568	856	518	905	614	602	467	520	429
HMPREF0946_RS03755	NC_022196.1	803857	804435	+	579	408	550	664	650	818	818	368	354	290	708	1292	601	1212	949	643	355	316	419
dnaN	NC_022196.1;NC_022196.1	804460;1421916	805605;1423010	-;+	2241	309	513	671	469	671	642	259	272	197	753	1368	742	1523	1022	644	450	519	566
plsY	NC_022196.1	805623	806207	-	585	216	194	269	251	304	308	144	160	138	542	833	504	891	585	558	382	438	401
secG	NC_022196.1	806350	806574	+	225	5219	5376	6764	5836	7815	6784	3101	2836	4100	11829	19359	13100	19897	13442	11377	9242	8764	10228
HMPREF0946_RS03775	NC_022196.1	806751	807203	-	453	226	260	326	297	390	289	157	155	155	921	2483	939	2390	1564	1166	1165	1569	1489
hemL	NC_022196.1	807193	808497	-	1305	154	187	193	176	268	212	82	100	112	416	888	391	885	579	464	345	360	410
HMPREF0946_RS03785	NC_022196.1	808849	809943	+	1095	158	146	159	183	212	230	82	97	94	468	867	458	921	650	514	296	312	356
HMPREF0946_RS03790	NC_022196.1	809961	810740	+	780	67	65	81	86	136	102	37	43	36	191	385	140	403	289	170	83	108	144
HMPREF0946_RS03795	NC_022196.1	810730	811749	+	1020	1105	671	749	1694	1419	1913	1105	1372	999	174	382	158	440	302	225	194	199	180
HMPREF0946_RS03800	NC_022196.1	811746	812774	+	1029	109	62	85	161	153	166	113	113	103	123	232	123	299	165	131	82	87	127
HMPREF0946_RS03805	NC_022196.1	812767	813363	+	597	43	27	24	32	42	34	12	28	20	50	121	52	117	90	50	39	32	43
HMPREF0946_RS03810	NC_022196.1	813365	814372	+	1008	261	206	242	463	467	525	318	339	179	204	512	180	470	321	274	166	222	219
recA	NC_022196.1	814381	815514	+	1134	2918	2057	1941	2879	2542	3633	1993	2215	1529	426	765	396	737	537	397	299	395	336
HMPREF0946_RS03820	NC_022196.1	815486	816055	+	570	262	214	226	337	315	391	191	237	216	61	101	35	142	60	86	32	47	43
tsaD	NC_022196.1	816052	817077	+	1026	325	365	619	456	610	575	245	222	253	1018	1515	771	1736	1165	936	586	623	764
HMPREF0946_RS03830	NC_022196.1	817349	817816	+	468	5400	2926	2981	5488	4492	6553	4151	5066	4284	552	759	561	854	550	590	485	416	367
HMPREF0946_RS03835	NC_022196.1	818021	818641	-	621	136	324	305	213	324	314	113	128	94	292	382	225	460	320	181	134	144	134
HMPREF0946_RS03840	NC_022196.1	819239	819967	-	729	435	648	863	541	904	849	299	323	239	937	1276	837	1552	964	794	500	433	544
HMPREF0946_RS03845	NC_022196.1	820214	820933	+	720	167	165	218	208	255	272	129	116	88	499	701	389	783	523	367	227	239	296
HMPREF0946_RS03850	NC_022196.1	820971	822659	+	1689	226	230	343	334	472	444	179	169	125	493	899	396	848	663	429	230	254	286
hemW	NC_022196.1	822643	823746	+	1104	131	111	131	148	219	228	93	90	113	607	1448	755	1216	708	683	805	715	911
HMPREF0946_RS03860	NC_022196.1	823945	824616	+	672	23	48	31	15	36	26	27	22	23	60	175	45	178	107	75	55	35	68
HMPREF0946_RS03865	NC_022196.1	824636	825091	+	456	308	562	505	393	603	584	225	172	134	1736	3437	1537	3775	2578	1838	1064	867	922
HMPREF0946_RS03870	NC_022196.1	825078	826079	+	1002	494	570	1008	698	974	898	326	288	227	1507	3221	2210	3595	2015	1769	3119	2829	3018
HMPREF0946_RS11410	NC_022196.1	826150	826287	-	138	2	2	1	0	3	1	3	0	2	0	1	2	5	0	1	2	0	1
HMPREF0946_RS03875	NC_022196.1	826500	826991	+	492	9	12	17	5	12	6	13	9	9	30	103	51	83	80	45	36	51	38
HMPREF0946_RS03880	NC_022196.1	826984	827898	+	915	20	10	10	34	27	12	7	19	6	12	32	13	49	29	10	15	19	13
HMPREF0946_RS03885	NC_022196.1	827953	828450	+	498	892	1740	1499	1305	2014	1761	739	709	468	3534	5650	2889	5877	4019	3169	1674	1523	1931
HMPREF0946_RS11415	NC_022196.1	828447	828623	+	177	372	707	1553	770	895	913	281	296	178	730	918	629	1117	698	458	298	262	399
HMPREF0946_RS03895	NC_022196.1	829498	830241	+	744	345	191	193	681	588	736	441	591	246	166	221	159	235	144	134	72	72	75
recQ	NC_022196.1	830245	832065	+	1821	113	71	134	100	99	142	68	92	65	289	432	223	469	313	251	142	162	199
HMPREF0946_RS03905	NC_022196.1	832062	836921	+	4860	415	267	310	553	540	622	357	397	235	493	835	413	924	582	496	319	376	350
pbpC	NC_022196.1	837343	839589	+	2247	121	112	121	116	206	200	96	122	88	201	400	208	412	262	220	146	151	182
HMPREF0946_RS03915	NC_022196.1	839593	840762	+	1170	89	77	84	72	94	88	36	68	32	213	674	182	714	489	320	267	279	344
HMPREF0946_RS03920	NC_022196.1	840755	841432	+	678	18	23	25	30	46	57	22	23	19	67	230	58	226	134	113	66	76	85
HMPREF0946_RS03925	NC_022196.1	841447	841923	+	477	9	15	18	12	11	33	9	14	5	48	142	32	169	97	74	61	34	48
HMPREF0946_RS03930	NC_022196.1	841985	842659	+	675	166	113	159	156	158	187	108	119	163	287	423	229	423	320	200	141	117	162
HMPREF0946_RS03935	NC_022196.1	842637	843974	+	1338	57	103	93	92	86	82	46	29	47	194	442	216	441	285	218	135	137	185
HMPREF0946_RS03940	NC_022196.1	844034	844291	-	258	725	1217	1172	926	1184	991	421	506	682	524	604	465	769	518	441	269	304	347
HMPREF0946_RS03945	NC_022196.1	844422	844790	-	369	6	3	1	2	6	8	7	1	5	0	0	0	0	0	0	0	0	0
HMPREF0946_RS03950	NC_022196.1	845008	845331	+	324	22	22	18	40	21	38	10	22	7	62	89	53	100	50	37	26	39	36
HMPREF0946_RS03955	NC_022196.1	845389	847602	+	2214	231	270	342	239	477	349	202	154	141	1082	1638	792	1741	1292	826	453	460	595
lpxC	NC_022196.1	847613	848446	+	834	225	219	379	217	297	268	103	107	91	768	1110	672	987	616	522	269	312	417
fabZ	NC_022196.1	848468	848893	+	426	120	83	109	109	115	144	86	81	100	169	335	127	317	199	164	73	80	129
lpxA	NC_022196.1	848911	849684	+	774	123	157	222	167	244	205	75	99	81	319	704	277	594	428	303	194	262	293
HMPREF0946_RS03975	NC_022196.1	849684	850487	+	804	123	157	231	170	217	209	89	64	71	549	760	486	802	475	378	255	330	261
lpxB	NC_022196.1	850497	851567	+	1071	42	59	48	61	44	82	37	47	37	103	171	91	137	88	90	40	63	62
HMPREF0946_RS03985	NC_022196.1	851564	853315	+	1752	484	352	368	465	467	641	342	474	240	310	562	279	585	370	294	224	258	228
HMPREF0946_RS03990	NC_022196.1	853768	854268	-	501	348	411	302	323	468	437	203	237	165	513	560	497	639	431	380	199	176	223
HMPREF0946_RS03995	NC_022196.1	854347	854817	-	471	82	140	144	103	158	159	49	70	51	497	803	432	844	541	427	311	281	369
HMPREF0946_RS04000	NC_022196.1	854944	855669	+	726	362	545	833	468	921	741	301	234	179	1330	1715	1042	1613	1203	870	467	372	541
yqeK	NC_022196.1	855753	856331	+	579	84	105	105	55	142	135	48	37	38	393	502	306	487	370	280	142	138	168
rnr	NC_022196.1	856358	858463	+	2106	119	123	160	153	230	220	109	91	84	351	514	272	545	412	267	196	168	178
smpB	NC_022196.1	858476	858922	+	447	13	13	5	25	26	18	10	18	7	24	50	39	43	43	13	10	17	16
HMPREF0946_RS04020	NC_022196.1	858992	862495	+	3504	558	592	765	609	940	904	353	399	304	2418	3887	2085	4216	2951	2194	1263	1434	1493
thrS	NC_022196.1	862611	864524	+	1914	219	203	281	232	327	337	144	151	145	578	1121	427	1188	703	473	292	357	424
HMPREF0946_RS04030	NC_022196.1	864537	865055	+	519	808	1022	1563	1117	1729	1500	649	632	544	1262	1863	1178	2143	1504	1172	767	780	799
HMPREF0946_RS04035	NC_022196.1	865190	865975	-	786	116	97	98	94	127	141	62	60	56	331	358	363	357	304	209	146	137	176
HMPREF0946_RS04040	NC_022196.1	865990	866691	-	702	32	19	26	36	30	34	14	12	16	94	116	62	135	89	66	35	37	50
HMPREF0946_RS04045	NC_022196.1	866681	867688	-	1008	50	48	76	67	71	75	31	21	20	427	514	448	622	394	321	213	227	244
HMPREF0946_RS04050	NC_022196.1	868079	868486	+	408	74	96	61	81	87	97	46	45	43	159	251	150	211	138	102	88	128	104
hutG	NC_022196.1	868504	869463	+	960	4689	2508	2732	4782	4305	6104	3543	4645	4121	682	926	554	968	697	810	500	508	445
HMPREF0946_RS04060	NC_022196.1	869492	870538	+	1047	18	4	9	11	19	5	11	13	6	0	0	0	2	1	1	3	4	0
HMPREF0946_RS04065	NC_022196.1	870648	871130	+	483	200	148	115	113	165	152	89	114	95	2264	2291	2448	2151	1421	1536	1183	1123	1419
HMPREF0946_RS04070	NC_022196.1	871155	872303	+	1149	595	797	822	649	951	960	494	414	373	2717	3556	2198	3867	2698	1835	1112	993	1333
HMPREF0946_RS04075	NC_022196.1	872482	872943	+	462	5	4	8	9	4	15	2	6	4	1	1	1	5	1	2	3	1	1
HMPREF0946_RS04080	NC_022196.1	872975	873613	+	639	250	97	91	212	204	264	182	212	119	6	11	8	7	8	25	11	18	10
HMPREF0946_RS04085	NC_022196.1	873620	874957	-	1338	723	514	518	743	726	884	510	563	538	543	979	596	1082	649	524	489	487	430
HMPREF0946_RS04090	NC_022196.1	875183	876586	+	1404	115	118	140	151	177	206	92	107	48	174	247	146	223	182	115	75	72	80
HMPREF0946_RS04095	NC_022196.1	876842	878293	+	1452	90	41	37	115	67	132	74	89	40	10	20	11	22	13	7	14	11	8
HMPREF0946_RS04100	NC_022196.1	878313	878618	+	306	2	3	0	8	9	1	1	4	1	0	1	0	0	0	0	0	0	1
HMPREF0946_RS04105	NC_022196.1	878593	879897	+	1305	201	78	74	383	319	413	218	323	78	17	32	13	37	16	28	16	27	10
HMPREF0946_RS04110	NC_022196.1	879935	881326	+	1392	1205	590	586	1400	1227	1864	968	1289	1383	72	100	63	117	68	103	89	95	75
HMPREF0946_RS04115	NC_022196.1	881316	881567	+	252	2	1	2	2	2	9	0	1	0	1	3	1	0	0	1	0	0	0
rpoN	NC_022196.1	881699	882922	+	1224	37	43	49	50	64	53	25	43	31	135	188	117	218	126	123	89	82	96
HMPREF0946_RS04125	NC_022196.1	882992	883405	-	414	68	68	72	46	91	82	37	25	45	134	193	149	187	134	118	88	82	124
HMPREF0946_RS04130	NC_022196.1	883593	884519	+	927	20	16	28	38	15	27	10	27	14	9	13	8	28	16	5	4	5	4
HMPREF0946_RS04135	NC_022196.1	884542	885225	+	684	39	29	52	55	52	55	35	34	21	21	38	14	44	17	17	18	13	26
HMPREF0946_RS04140	NC_022196.1	885469	886386	+	918	944	522	630	941	840	1244	637	885	1210	111	104	85	85	75	96	60	74	46
HMPREF0946_RS04145	NC_022196.1	886383	887231	+	849	65	61	70	80	75	94	40	80	69	22	18	18	30	20	23	6	18	18
HMPREF0946_RS04150	NC_022196.1	887419	887883	+	465	387	516	579	467	544	484	254	209	279	2113	3918	2600	3817	2666	2342	2160	1751	2075
groL	NC_022196.1	887977	889596	-	1620	575	758	997	791	1012	1119	439	450	441	893	2110	651	2066	1374	803	643	710	905
HMPREF0946_RS04160	NC_022196.1	889614	889886	-	273	69	91	103	111	163	130	60	60	37	95	455	62	432	254	132	110	166	170
HMPREF0946_RS04165	NC_022196.1	890051	891100	+	1050	63	58	40	18	58	48	29	19	39	144	277	203	275	205	160	102	133	114
HMPREF0946_RS04170	NC_022196.1	891294	891896	+	603	41	93	70	77	121	98	50	49	30	447	448	403	554	333	231	156	118	173
rsgA	NC_022196.1	891933	892787	+	855	151	213	267	160	240	240	88	84	121	694	705	620	755	454	389	244	287	310
HMPREF0946_RS04180	NC_022196.1	892780	893427	+	648	42	43	71	48	73	80	32	38	21	284	296	231	300	211	136	85	94	111
HMPREF0946_RS04185	NC_022196.1	893440	894117	+	678	59	115	109	107	176	108	78	49	46	407	509	407	582	330	248	188	194	196
HMPREF0946_RS04190	NC_022196.1	894119	895744	+	1626	233	253	441	305	397	389	138	140	152	937	1083	1374	1053	655	656	792	739	826
HMPREF0946_RS04195	NC_022196.1	895788	896033	-	246	3642	5295	9117	5364	6164	5748	2287	2671	3230	8192	13831	7903	16332	11071	10429	6758	7267	7622
hcp	NC_022196.1	896217	897953	+	1737	941	560	627	1027	950	1316	729	1027	1058	287	170	172	202	151	171	121	146	124
panF	NC_022196.1	898033	899487	-	1455	1587	1452	1884	1741	2244	2206	1104	1308	1330	2690	404	2774	512	431	504	309	191	261
HMPREF0946_RS04210	NC_022196.1	899499	899792	-	294	403	377	241	273	415	441	200	199	258	2059	208	2439	274	183	304	168	93	118
HMPREF0946_RS04215	NC_022196.1	899930	901348	+	1419	108	120	109	87	171	138	75	54	59	494	235	397	257	208	152	91	71	74
HMPREF0946_RS04220	NC_022196.1	901414	901926	+	513	247	308	445	334	436	487	197	205	123	1249	1836	1044	2238	1510	1049	584	459	646
HMPREF0946_RS04225	NC_022196.1	902003	902515	+	513	889	1589	2346	1436	2298	2027	771	704	473	3887	5533	3108	6039	4081	2728	1514	1319	1979
HMPREF0946_RS04230	NC_022196.1	902582	903118	-	537	312	338	514	434	399	488	230	192	209	493	928	585	994	635	584	423	409	521
HMPREF0946_RS04235	NC_022196.1	903223	904146	+	924	102	110	155	199	211	202	108	99	52	305	711	301	763	485	342	230	248	222
mutS	NC_022196.1	904248	906881	+	2634	233	271	347	302	415	415	189	160	134	1177	2015	1019	2286	1589	1127	692	657	824
lptC	NC_022196.1	906874	909579	+	2706	390	386	526	466	608	595	290	349	230	2143	3677	1846	3218	2029	1514	1019	1295	1574
lptB	NC_022196.1	909680	910405	+	726	281	231	325	231	348	316	183	142	251	834	2489	891	2179	1315	954	830	1036	1051
alaS	NC_022196.1	910417	913020	+	2604	577	412	589	1117	1037	1340	689	765	303	947	1903	768	1870	1208	800	549	615	716
ruvX	NC_022196.1	913034	913450	+	417	14	22	14	25	56	41	18	10	7	70	153	67	145	93	56	40	34	53
secD	NC_022196.1	913474	914709	+	1236	136	167	171	161	207	179	80	115	81	404	716	377	785	438	423	395	374	449
secF	NC_022196.1	914709	915659	+	951	125	103	110	106	172	163	79	106	80	123	295	122	255	188	128	94	102	135
HMPREF0946_RS04275	NC_022196.1	915694	917247	+	1554	242	306	303	296	373	389	162	196	156	633	897	647	966	689	487	391	327	431
polA	NC_022196.1	917345	920083	+	2739	180	234	308	220	332	312	153	136	132	751	1322	743	1485	919	723	503	568	588
whiA	NC_022196.1	920301	921200	+	900	109	85	107	101	104	125	71	62	104	136	207	119	188	157	117	69	44	91
HMPREF0946_RS04290	NC_022196.1	921215	922174	+	960	48	61	80	118	103	106	69	45	50	178	333	137	368	220	166	82	112	127
HMPREF0946_RS04295	NC_022196.1	922146	922823	+	678	19	23	33	24	47	36	12	23	18	145	191	109	233	150	117	66	95	81
murJ	NC_022196.1	922817	924286	+	1470	471	328	321	722	709	883	462	526	241	432	1009	486	1093	737	665	531	630	532
HMPREF0946_RS04305	NC_022196.1	924353	925030	+	678	174	175	182	203	301	283	155	130	109	313	504	346	549	348	243	150	144	172
coaBC	NC_022196.1	925047	926252	+	1206	778	564	599	943	936	1083	513	752	454	395	644	303	674	466	364	206	229	245
HMPREF0946_RS04315	NC_022196.1	926256	926816	+	561	123	70	126	98	156	160	62	86	63	311	533	339	538	362	291	292	306	343
HMPREF0946_RS04320	NC_022196.1	926813	927343	+	531	22	13	21	28	48	39	28	9	17	92	310	74	314	231	142	125	128	137
HMPREF0946_RS04325	NC_022196.1	927354	928301	+	948	42	28	43	53	53	91	47	45	22	89	271	68	291	208	113	79	72	84
HMPREF0946_RS04330	NC_022196.1	928379	929254	+	876	86	130	109	105	160	161	68	60	70	458	877	388	880	613	420	321	341	338
HMPREF0946_RS04335	NC_022196.1	929247	930191	+	945	374	176	190	857	711	884	513	656	221	159	280	115	308	196	164	119	138	116
HMPREF0946_RS04340	NC_022196.1	930191	930871	+	681	43	44	55	45	66	55	24	27	17	140	310	134	314	201	151	115	122	119
HMPREF0946_RS04345	NC_022196.1	930894	931208	+	315	32	23	19	14	22	37	14	12	14	75	143	75	149	88	49	20	30	52
earP	NC_022196.1	931208	932260	+	1053	15	15	22	17	39	14	17	8	15	47	138	64	144	96	74	48	48	50
efp	NC_022196.1	932260	932823	+	564	712	1086	1809	1215	1685	1611	603	707	347	1953	2475	1495	2796	2015	1414	856	650	934
HMPREF0946_RS04360	NC_022196.1	932867	933586	-	720	421	411	458	669	823	874	431	576	158	306	411	278	488	320	249	144	166	173
HMPREF0946_RS04365	NC_022196.1	933736	936792	+	3057	139	121	113	180	216	227	115	134	97	163	267	129	270	173	156	84	108	132
HMPREF0946_RS04370	NC_022196.1	936796	938622	+	1827	640	482	510	1130	922	1325	737	881	407	217	243	255	260	197	228	136	147	153
cas9	NC_022196.1	938929	943032	+	4104	714	386	399	670	632	824	470	616	267	915	753	881	792	438	376	235	266	294
cas1	NC_022196.1	943057	943935	+	879	170	163	204	155	195	240	111	125	104	575	740	510	725	479	322	205	226	287
cas2	NC_022196.1	943925	944245	+	321	1	4	1	1	4	4	2	0	1	2	5	5	6	1	2	5	2	3
csn2	NC_022196.1	944242	944904	+	663	221	223	179	203	217	191	125	117	201	420	589	467	596	433	459	320	405	390
HMPREF0946_RS04395	NC_022196.1	946325	946714	-	390	166	231	295	224	268	237	115	117	98	547	875	518	988	710	484	399	425	429
HMPREF0946_RS04400	NC_022196.1	946895	947398	-	504	2403	4616	7251	3607	5583	5348	1748	1999	1225	591	1589	424	1791	1167	668	446	503	575
HMPREF0946_RS04405	NC_022196.1	947412	948116	-	705	1017	1298	1436	967	1527	1495	604	636	646	382	1336	290	1240	759	552	361	483	489
HMPREF0946_RS04410	NC_022196.1	948277	949032	-	756	64	60	89	85	125	83	39	28	13	83	146	71	214	125	66	64	71	70
HMPREF0946_RS04415	NC_022196.1	949050	949769	-	720	44	66	54	43	97	68	39	15	18	80	168	81	147	109	100	60	67	53
gpmA	NC_022196.1	949897	950583	+	687	333	264	272	355	326	393	206	227	171	293	420	224	487	289	219	144	149	163
HMPREF0946_RS04425	NC_022196.1	950599	951132	+	534	86	74	82	127	142	138	49	77	53	90	143	95	143	107	79	35	32	58
HMPREF0946_RS04430	NC_022196.1	951150	952340	+	1191	208	213	305	255	227	257	122	118	186	863	807	988	797	513	482	322	343	364
pepT	NC_022196.1	952445	953683	+	1239	102	170	237	143	217	198	102	129	70	536	675	371	740	546	368	204	174	267
HMPREF0946_RS04440	NC_022196.1	953690	955390	+	1701	224	244	394	365	543	418	176	145	144	536	1338	660	1215	762	624	632	714	674
HMPREF0946_RS04445	NC_022196.1	955422	956177	-	756	222	307	276	263	348	363	190	184	182	777	1732	838	1767	1196	1036	615	731	631
HMPREF0946_RS04450	NC_022196.1	956179	956508	-	330	33	49	37	28	30	32	17	18	17	112	196	113	187	123	86	35	35	40
HMPREF0946_RS04455	NC_022196.1	956637	957728	+	1092	226	161	189	212	250	276	141	175	143	430	736	352	771	522	410	322	308	318
HMPREF0946_RS04460	NC_022196.1	957787	958425	-	639	86	100	157	106	138	128	73	88	63	521	506	448	542	370	248	178	136	175
HMPREF0946_RS04465	NC_022196.1	958443	959684	-	1242	144	74	125	168	141	194	107	153	107	220	211	195	201	163	101	62	68	58
ftcD	NC_022196.1	959760	960725	-	966	281	443	538	385	559	505	219	215	169	2198	1238	1653	1320	910	644	361	336	408
HMPREF0946_RS04475	NC_022196.1	960935	961405	+	471	71	104	145	82	98	138	40	43	27	249	300	167	355	230	175	117	101	104
HMPREF0946_RS04480	NC_022196.1	961427	963889	+	2463	283	281	364	381	473	476	251	309	197	1129	2071	1058	2146	1438	1107	723	902	889
HMPREF0946_RS04485	NC_022196.1	963907	965979	+	2073	277	239	279	280	438	387	149	173	151	813	1680	832	1902	1292	1051	870	1028	958
ybeY	NC_022196.1	965996	966484	+	489	307	415	300	462	653	560	258	214	162	402	743	401	763	511	449	272	395	358
HMPREF0946_RS04495	NC_022196.1	966693	967241	-	549	19	1	14	9	14	12	13	15	9	0	1	0	3	4	0	1	1	3
HMPREF0946_RS04500	NC_022196.1	967408	968604	+	1197	39	16	22	29	37	37	17	22	22	5	1	2	3	1	4	2	6	0
HMPREF0946_RS04505	NC_022196.1	968812	969327	-	516	54	50	85	61	117	58	33	44	42	70	268	53	270	154	111	80	123	130
HMPREF0946_RS04510	NC_022196.1	969324	970673	-	1350	335	193	172	479	415	513	269	325	170	237	747	256	795	498	451	428	509	443
HMPREF0946_RS04515	NC_022196.1	970779	972065	-	1287	205	298	328	286	384	334	130	125	96	638	1248	635	1207	860	590	315	349	395
HMPREF0946_RS04520	NC_022196.1	972083	972805	-	723	20	25	55	35	58	45	18	34	19	127	238	121	277	201	142	85	83	99
HMPREF0946_RS04525	NC_022196.1	972821	973831	-	1011	53	45	75	57	60	89	45	41	37	130	298	113	356	292	175	120	132	136
pip	NC_022196.1	973831	974805	-	975	35	25	37	49	81	65	28	29	43	110	285	108	300	228	160	93	114	118
gatB	NC_022196.1	975051	976496	-	1446	289	247	309	333	409	297	202	152	168	502	819	497	842	547	482	408	357	403
gatA	NC_022196.1	976510	977967	-	1458	720	463	501	832	758	1037	522	685	675	391	802	374	848	534	469	341	298	332
gatC	NC_022196.1	977983	978273	-	291	40	58	66	39	78	72	42	26	30	59	80	54	97	80	47	28	15	33
HMPREF0946_RS04550	NC_022196.1	978282	978986	-	705	383	237	260	434	453	601	299	400	366	240	406	230	399	357	180	150	120	149
scpB	NC_022196.1	978976	979521	-	546	50	57	54	46	52	96	36	14	24	330	1017	396	714	534	465	347	412	414
HMPREF0946_RS04560	NC_022196.1	979543	980589	-	1047	657	503	642	909	825	1085	607	622	339	487	827	388	903	583	402	294	269	305
maf	NC_022196.1	980607	981185	-	579	29	55	51	63	65	74	27	41	21	149	248	121	241	166	123	76	58	106
HMPREF0946_RS04570	NC_022196.1	981187	981999	-	813	686	565	369	414	529	545	341	355	538	1724	3436	2637	3260	2395	2387	1883	2064	1604
HMPREF0946_RS04575	NC_022196.1	982257	983027	+	771	546	520	647	600	766	812	375	430	379	1294	1551	1175	1859	1181	829	673	591	672
HMPREF0946_RS04580	NC_022196.1	983083	983445	-	363	1577	1742	1592	1315	1680	1842	839	957	1193	1305	1632	1317	1758	1213	1129	708	856	840
